,Latitude,Longitude,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
n120,43.2237015,-89.5258026,-17.55936477,-23.73070951,-18.60043282,0,0,0,0,796.8872521,-15.8500503,-23.87014923,-18.6726474,-16.60598528,-16.85132004,-12.30519134,96.88725209,96.88725209,96.88725209,0,0,0
n121,43.2249985,-89.547699,-17.31339585,-23.9258068,-19.08225511,0,0,0,0,796.7135485,-15.74910345,-23.43882249,-18.26386896,-16.65509667,-16.79546962,-12.23544852,96.71354846,96.71354846,96.71354846,0,0,0
n122,43.2361984,-89.5394974,-17.68194419,-23.82728264,-18.70935553,0,0,0,0,796.6065213,-15.72738582,-23.68876734,-18.56171612,-16.61671706,-17.00106246,-12.45069406,96.60652126,96.60652126,96.60652126,0,0,0
n123,43.2421989,-89.5285034,-17.78533668,-23.49530753,-18.37738043,0,0,0,0,796.5863148,-15.66284984,-24.02074244,-18.83270617,-16.69298057,-17.17811585,-12.62765083,96.58631478,96.58631478,96.58631478,0,0,0
n124,43.2396011,-89.5149002,-17.784893,-23.83514108,-18.71721398,0,0,0,0,796.7084252,-15.88627898,-23.68161207,-18.51937879,-16.61365046,-17.10528919,-12.50527806,96.70842518,96.70842518,96.70842518,0,0,0
n125,43.2425995,-89.5072021,-17.62932507,-23.70875066,-18.72907591,0,0,0,0,796.7033094,-15.6753313,-23.50729568,-18.31779425,-16.65367545,-17.19858473,-12.57258235,96.7033094,96.7033094,96.7033094,0,0,0
n126,43.2416,-89.4819031,-17.07553317,-23.10062033,-18.12094557,0,0,0,0,796.8415286,-15.59903828,-23.42266851,-18.3328092,-16.71180199,-17.28319253,-12.7327275,96.84152859,96.84152859,96.84152859,0,0,0
n127,43.2405014,-89.4778976,-17.0066606,-22.99719316,-18.01751841,0,0,0,0,796.8766283,-15.62941108,-23.44128955,-18.40858652,-16.76696314,-17.33835368,-12.78788866,96.87662832,96.87662832,96.87662832,0,0,0
n128,43.2389984,-89.4828033,-17.12228736,-23.12580088,-18.14612613,0,0,0,0,796.8810364,-15.60538748,-23.51166903,-18.35141202,-16.69837236,-17.27338185,-12.7206052,96.88103642,96.88103642,96.88103642,0,0,0
n129,43.2363014,-89.4637985,-16.74345484,-23.28604751,-18.38562646,0,0,0,0,797.0010378,-15.49518894,-23.33376481,-18.17026453,-16.788847,-17.35684335,-12.75469284,97.00103783,97.00103783,97.00103783,0,0,0
n130,43.2495995,-89.4677963,-16.97658055,-23.32416467,-18.40567228,0,0,0,0,796.7605616,-15.45475844,-23.05324208,-18.07415055,-16.84512371,-17.50382749,-12.90698763,96.76056157,96.76056157,96.76056157,0,0,0
n131,43.2509995,-89.4654007,-17.00504036,-23.27760701,-18.40059254,0,0,0,0,796.7446769,-15.3836621,-22.98035599,-17.999941,-16.87808152,-17.54114215,-12.92044056,96.74467693,96.74467693,96.74467693,0,0,0
n132,43.2639999,-89.4701004,-17.24141787,-23.5161599,-18.69821722,0,0,0,0,796.5068377,-15.11792448,-22.63934937,-17.67652299,-17.06850585,-17.60008925,-13.01714079,96.50683768,96.50683768,96.50683768,0,0,0
n133,43.2668991,-89.4732971,-17.30139466,-23.58848518,-18.78473843,0,0,0,0,796.4466437,-15.07007746,-22.56413459,-17.58473952,-17.03950591,-17.61877788,-12.99714515,96.4466437,96.4466437,96.4466437,0,0,0
n134,43.2714996,-89.461998,-17.0468874,-23.32494898,-18.52120222,0,0,0,0,796.4025983,-14.98782317,-22.34388697,-17.41492288,-17.07297071,-17.65183085,-13.01084033,96.40259832,96.40259832,96.40259832,0,0,0
n135,43.2509995,-89.4849014,-17.34732077,-23.38438297,-18.40470822,0,0,0,0,796.6717496,-15.49717958,-23.1484359,-18.02139671,-16.77741748,-17.37439797,-12.76269719,96.67174963,96.67174963,96.67174963,0,0,0
n136,43.1721001,-89.4093018,-16.04521327,-23.43928794,-18.62220701,0,0,0,0,798.2445502,-15.09521957,-22.49947234,-17.60284398,-16.24355304,-16.75185191,-11.79734822,98.24455021,98.24455021,98.24455021,0,0,0
n137,43.2061996,-89.4910965,-17.08756978,-23.89588564,-18.77625933,0,0,0,0,797.3741782,-15.84916886,-23.76659796,-18.48056511,-16.39985763,-16.72008276,-12.16961819,97.37417817,97.37417817,97.37417817,0,-0.071491445,0
n138,43.1985016,-89.5158997,-17.20893556,-23.95680711,-18.75977901,0,0,0,0,797.3321167,-16.03072195,-23.9995717,-18.77003316,-16.42280847,-16.46067108,-11.90324508,97.33211673,97.33211673,97.33211673,0,0,0
n139,43.2391014,-89.4505005,-16.63797718,-22.96012034,-18.08310588,0,0,0,0,796.9942354,-15.40568915,-23.04534332,-18.01771849,-16.93476311,-17.48825703,-12.92810912,96.99423537,96.99423537,96.99423537,0,0,0
n140,43.2495995,-89.4573975,-16.80842913,-23.07880026,-18.20178579,0,0,0,0,796.793536,-15.29960022,-22.88520844,-17.90175727,-16.94599848,-17.58733718,-12.9308301,96.79353598,96.79353598,96.79353598,0,0,0
n141,43.2672997,-89.419899,-16.0389438,-22.29858873,-17.49484198,0,0,0,0,796.5549551,-15.05738444,-22.55943332,-17.73494247,-17.45753355,-18.12298534,-13.48714085,96.55495511,96.55495511,96.55495511,0,0,0
n142,43.2717018,-89.4229965,-16.14951299,-22.46266698,-17.65892022,0,-0.041131966,0,0,796.4743024,-15.00043903,-22.39535839,-17.57139417,-17.39811075,-18.03547694,-13.39963245,96.47430243,96.47430243,96.47430243,0.041131966,0,0
n143,43.2831001,-89.4509964,-16.77283639,-23.21445052,-18.41070376,0,0,0,0,796.2287908,-14.68963376,-21.88620502,-17.03164613,-17.24596029,-17.73672594,-13.14911466,96.22879077,96.22879077,96.22879077,0,0,0
n144,43.2882004,-89.450798,-16.85406522,-23.31719642,-18.51344966,0,0,0,0,796.140273,-14.57036823,-21.72893725,-16.93015436,-17.22566898,-17.66968688,-13.15046677,96.14027301,96.14027301,96.14027301,0,0,0
n145,43.2545013,-89.4505997,-16.74412897,-23.01124025,-18.13422578,0,0,0,0,796.7272079,-15.18673543,-22.65900231,-17.67064009,-17.04885449,-17.6905616,-13.03137079,96.72720788,96.72720788,96.72720788,0,0,0
n146,43.2602005,-89.4029999,-15.72789652,-22.76986532,-17.96611857,0,0,0,0,796.6889065,-14.90881005,-22.09719328,-17.28943111,-17.5545605,-17.87163782,-13.23579333,96.68890654,96.68890654,96.68890654,0,0,-0.00310837
n147,43.2733994,-89.3263016,-15.41024519,-24.56834467,-19.55538923,0,0,0,0,796.3259952,-13.54117445,-20.28967738,-15.8092931,-17.24008537,-17.38453345,-12.89349992,96.32599524,96.32599524,96.32599524,0,0,0
n148,43.2765999,-89.3035965,-15.72247842,-24.72785488,-19.36380982,0,0,0,0,796.184887,-13.24592182,-19.74673428,-15.44323353,-17.33524344,-17.16486772,-12.68423556,96.18488703,96.18488703,96.18488703,0,0,0
n149,43.2681999,-89.2957993,-15.81490909,-24.40432146,-19.11854344,0,0,0,0,796.2891174,-13.14788125,-19.70723238,-15.16624109,-17.32362002,-17.07488705,-12.68598404,96.28911737,96.28911737,96.28911737,0,0,0
n150,43.2755013,-89.2863998,-16.13110947,-24.47587713,-19.16714458,0,0,0,0,796.1239547,-13.07456529,-19.55772946,-15.08775457,-17.33487792,-17.09870237,-12.70021097,96.12395468,96.12395468,96.12395468,0,0,0
n151,43.2748985,-89.2835007,-16.09587613,-24.40744098,-19.1006573,0,0,0,0,796.1193167,-13.05146608,-19.48491182,-15.04077759,-17.35319115,-17.11541202,-12.6878914,96.11931665,96.11931665,96.11931665,0,0,0
n152,43.2481003,-89.392601,-15.76612972,-23.2154009,-18.41165415,0,0,0,0,796.9010591,-14.62345483,-21.84191147,-16.9961216,-17.33293609,-17.71829004,-13.02312872,96.90105908,96.90105908,96.90105908,0,0,0
n153,43.1949005,-89.3887024,-15.85678012,-23.0141714,-18.19709047,0,0,0,0,797.838206,-14.5442142,-21.86909966,-17.1526439,-16.71847237,-17.08691058,-12.19857284,97.83820602,97.83820602,97.83820602,0,0,0
n154,43.2190018,-89.4064026,-15.82828872,-22.69500212,-17.87792119,0,0,0,0,797.4170048,-14.93837717,-22.3042304,-17.374913,-16.83838937,-17.43616754,-12.61584452,97.41700483,97.41700483,97.41700483,0,0,0
n155,43.2200012,-89.4132004,-15.94873781,-22.68054584,-17.8634649,0,0,0,0,797.3955991,-15.08678231,-22.46388109,-17.49107071,-16.84104833,-17.40297324,-12.64590002,97.39559914,97.39559914,97.39559914,0,0,0
n156,43.2327003,-89.4228973,-16.09103218,-23.12328586,-18.24627139,0,0,0,0,797.1617052,-15.16473775,-22.59857285,-17.61626452,-17.0080886,-17.52716923,-12.87497364,97.16170519,97.16170519,97.16170519,0,0,0
n157,43.2249985,-89.4007034,-15.81559336,-22.93576197,-18.11868104,0,0,0,0,797.3117664,-14.84461858,-22.13922513,-17.24213213,-16.95533355,-17.47520922,-12.69973015,97.31176636,97.31176636,97.31176636,0,0,0
n158,43.2388,-89.3188019,-14.90835981,-24.80241229,-19.46143947,0,0,0,0,796.8805928,-13.67976229,-20.17055175,-15.48938521,-17.3608041,-17.16654846,-12.65238251,96.88059283,96.88059283,96.88059283,0,0,0
n159,43.2537994,-89.3167038,-15.38800585,-24.59245929,-19.26682753,0,0,0,0,796.6213164,-13.38927982,-20.0368956,-15.42762446,-17.28579755,-17.13130585,-12.69296935,96.62131639,96.62131639,96.62131639,0,0,0
n160,43.2456017,-89.4372025,-16.41777551,-22.57313518,-17.69612072,0,0,0,0,796.9121685,-15.21590995,-22.92258138,-18.00522217,-17.09993837,-17.68039228,-13.12992725,96.91216845,96.91216845,96.91216845,0,0,0
n161,43.2153015,-89.3125,-15.00447391,-24.61411243,-19.36163983,0,0,0,0,797.2349475,-13.54787842,-20.13025757,-15.62235904,-17.28300584,-17.09535621,-12.63174082,97.23494751,97.23494751,97.23494751,0,0,0
n162,43.1935005,-89.3290024,-15.41346041,-24.38405182,-19.56697089,0,0,0,0,797.6739254,-13.58866401,-20.48632025,-15.87927787,-16.92332152,-17.0213015,-12.36817029,97.67392542,97.67392542,97.67392542,0,0,0
n163,43.2235985,-89.2497025,-15.65299825,-23.50395822,-18.37804269,0,0,0,0,796.6955392,-12.57610265,-18.92553373,-14.68278561,-17.24916233,-16.97724366,-12.66319139,96.69553917,96.69553917,96.69553917,0,0,0
n164,43.2246017,-89.2434998,-15.74359196,-23.51456193,-18.41806887,0,0,0,0,796.6334218,-12.56997493,-18.82126651,-14.63182624,-17.21093993,-17.0240553,-12.63589329,96.63342176,96.63342176,96.63342176,0,0,0
n165,43.2246017,-89.2553024,-15.79238976,-23.53583242,-18.40947051,0,0,0,0,796.7233038,-12.63525897,-18.92437921,-14.6808692,-17.24814025,-16.97622157,-12.5950562,96.72330382,96.72330382,96.72330382,0,0,0
n166,43.2318993,-89.2662964,-15.6557348,-23.70581118,-18.54886153,0,0,0,0,796.6938045,-12.71190072,-19.10829061,-14.85043404,-17.32486057,-17.00121017,-12.63593181,96.69380452,96.69380452,96.69380452,0,0,0
n167,43.2172012,-89.2781982,-15.64505763,-23.84408505,-18.69899979,0,0,0,0,796.9956499,-12.89297904,-19.30241699,-15.02026821,-17.23351751,-16.95189796,-12.66768106,96.99564987,96.99564987,96.99564987,0,0,0
n168,43.2223015,-89.2819977,-15.51768174,-24.00452195,-18.79150343,0,0,0,0,796.9437066,-12.96437099,-19.40369218,-15.01767343,-17.19057945,-16.97206909,-12.62474299,96.94370662,96.94370662,96.94370662,0,0,0
n169,43.2263985,-89.2979965,-15.11281169,-24.38098923,-19.08488603,0,0,0,0,796.9774442,-13.36844695,-19.78305161,-15.38275489,-17.23298609,-17.00546304,-12.69351159,96.97744418,96.97744418,96.97744418,0,0,0
n170,43.2550011,-89.2838974,-15.85076078,-24.04748437,-18.84199706,0,0,0,0,796.4426599,-13.07441113,-19.48304668,-14.99836743,-17.27619672,-17.06318869,-12.65147485,96.44265991,96.44265991,96.44265991,0,0,0
n171,43.2389984,-89.2774963,-15.67287929,-23.95935812,-18.77562803,0,0,0,0,796.657886,-12.86864813,-19.27060198,-15.04306839,-17.20068725,-16.97578774,-12.65089265,96.65788597,96.65788597,96.65788597,0,0,0
n172,43.2490005,-89.2640991,-15.9482383,-23.77552172,-18.60682298,0,0,0,0,796.4192585,-12.65817699,-19.0839079,-14.83281575,-17.24527817,-17.06774683,-12.60978321,96.41925854,96.41925854,96.41925854,0,0,0
n173,43.25,-89.254097,-15.87052736,-23.54792172,-18.41058152,0,0,0,0,796.3386387,-12.63690248,-19.06563241,-14.8049124,-17.19341358,-16.9766317,-12.50295563,96.33863874,96.33863874,96.33863874,0,0,0
n174,43.2677994,-89.2730026,-16.2412723,-24.07358636,-18.84507362,0,0,0,0,796.1778786,-13.00625193,-19.46147494,-15.00656707,-17.34681457,-17.11881538,-12.65454245,96.17787862,96.17787862,96.17787862,0,0,0
n175,43.1925011,-89.5501022,-17.02354059,-23.98347767,-18.83626532,0,0,0,0,797.1433587,-16.16276965,-24.10596834,-18.76579523,-16.68536506,-16.2558221,-11.70581603,97.14335874,97.14335874,97.14335874,0,0,0
n176,43.196701,-89.530899,-17.17874959,-23.8828519,-18.73563955,0,0,0,0,797.2453399,-16.06237866,-23.92440854,-18.76069094,-16.57080534,-16.37694356,-11.82933041,97.24533994,97.24533994,97.24533994,0,0,0
n177,43.1393013,-89.5586014,-17.76757252,-24.88577405,-19.4983109,0,0,0,0,797.6535838,-16.77505335,-25.49859168,-19.93580997,-16.29882584,-15.35380047,-10.80412098,97.6535838,97.6535838,97.6535838,0,0,0
n178,43.1792984,-89.5178986,-17.58885226,-24.09137172,-18.82823454,0,0,0,0,797.5911119,-16.43693679,-24.53460206,-19.2082978,-16.25044711,-16.1390191,-11.58855407,97.5911119,97.5911119,97.5911119,0,0,0
n179,43.178299,-89.4965973,-17.18875443,-23.88991625,-18.73946455,0,0,0,0,797.7676138,-16.06996978,-24.24387712,-18.90848088,-16.03887465,-16.26693054,-11.71636785,97.76761377,97.76761377,97.76761377,0,0,0
n180,43.2064018,-89.5212021,-17.22766672,-23.91807858,-18.78780189,0,0,0,0,797.1778338,-15.93186261,-23.72403188,-18.52212025,-16.50780373,-16.57573236,-12.02569247,97.17783384,97.17783384,97.17783384,0,0,0
n181,43.2025986,-89.5406036,-16.88969048,-23.57732696,-18.4301146,0,0,0,0,797.0861656,-16.20166818,-24.20118282,-18.98024314,-16.72276854,-16.46351822,-11.91305319,97.08616561,97.08616561,97.08616561,0,0,0
n182,43.2169991,-89.5840988,-17.45303216,-23.36378614,-19.58514,0,0,0,0,796.5275569,-15.60989706,-23.15936962,-18.07066691,-16.71391547,-16.57347131,-11.9296443,96.52755685,96.52755685,96.52755685,0,0,0
n183,43.232399,-89.5010986,-17.4949418,-23.61898537,-18.59374889,0,-0.043931435,0,0,796.9001449,-15.74748761,-23.66921001,-18.51986739,-16.62047634,-17.05628359,-12.47362963,96.90014491,96.90014491,96.90014491,0,0,0
n184,43.214901,-89.3760986,-15.77487816,-23.22694238,-18.40986144,0,0,0,0,797.469537,-14.45164765,-21.64302351,-16.90207022,-17.0780038,-17.31240137,-12.44737792,97.46953696,97.46953696,97.46953696,0,0,0
n185,43.2369003,-89.3796005,-15.81434512,-23.55621187,-18.73913094,0,0,0,0,797.0877989,-14.44080018,-21.56736784,-16.78023724,-17.27295176,-17.46562259,-12.83919635,97.08779886,97.08779886,97.08779886,0,0,0
n186,43.2700005,-89.346199,-15.7515425,-24.0810156,-19.27726884,0,0,0,0,796.4439922,-13.88050248,-20.777759,-16.14864892,-17.250249,-17.53864894,-12.85709862,96.44399217,96.44399217,96.44399217,0,0,0
n187,43.2038994,-89.292099,-15.48700567,-24.04607202,-18.87917336,0,0,0,0,797.2900454,-13.16582005,-19.64223477,-15.25977483,-17.08397832,-17.00716751,-12.56011829,97.29004541,97.29004541,97.29004541,0,0,0
n188,43.1282997,-89.4730988,-17.26770237,-24.37810835,-19.11340246,0,0,0,0,798.6519315,-16.3255979,-24.40221368,-19.10556486,-15.67003518,-16.06845016,-11.39016417,98.65193154,98.65193154,98.65193154,0,0,0
n189,43.1525993,-89.471199,-16.86917637,-24.17945164,-18.97032093,0,0,0,0,798.327507,-16.55337278,-24.13049381,-18.88039745,-15.48595412,-16.20358025,-11.56484623,98.32750698,98.32750698,98.32750698,0,0,0
n190,43.1599007,-89.5000992,-17.33904052,-24.25780502,-19.10735332,0,0,0,0,798.0021958,-16.44413966,-24.42195343,-18.98533477,-15.84240414,-15.99488509,-11.44071673,98.00219579,98.00219579,98.00219579,0,0,0
n191,43.1641006,-89.4777985,-16.88335008,-24.00929006,-18.85883835,0,0,0,0,798.1098951,-16.13977474,-23.95516462,-18.66465666,-15.70322358,-16.26832919,-11.70075051,98.1098951,98.1098951,98.1098951,0,0,0
n192,43.169899,-89.4971008,-17.15356663,-23.96962869,-18.81917698,0,0,0,0,797.8861264,-16.2262762,-24.24353476,-18.98906915,-15.93917281,-16.14514186,-11.59634519,97.88612639,97.88612639,97.88612639,0,0,0
n193,43.1864014,-89.5758972,-17.37819092,-24.15993975,-19.20966854,0,0,0,0,796.9821165,-16.18152242,-24.12008662,-18.81009233,-16.62395415,-16.18524962,-11.57106822,96.9821165,96.9821165,96.9821165,0,0,0
n194,43.2069016,-89.5643997,-16.97809289,-23.9455671,-19.02293756,0,0,0,0,796.8306522,-16.05951059,-23.66645211,-18.42190351,-16.71630546,-16.42811044,-11.85892973,96.83065222,96.83065222,96.83065222,0,0,0
n195,43.2470016,-89.5035019,-17.55715078,-23.65239833,-18.67272357,0,0,0,0,796.6514185,-15.58741494,-23.44410667,-18.2079195,-16.70326173,-17.20672414,-12.61834866,96.65141847,96.65141847,96.65141847,0,0,0
n196,43.2565994,-89.441803,-16.55474,-22.93575066,-18.07749713,0,0,0,0,796.7107596,-15.07914186,-22.54635583,-17.62384576,-17.14182727,-17.78981448,-13.15064024,96.71075957,96.71075957,96.71075957,0,0,0
n197,43.2088013,-89.3968964,-15.80840299,-22.69404309,-17.87696215,0,0,0,0,797.5976824,-14.93310918,-22.17600952,-17.38192483,-16.80828253,-17.35458405,-12.4110163,97.59768239,97.59768239,97.59768239,0,0,0
n198,43.2331009,-89.3785019,-15.77167861,-23.48272687,-18.66564593,0,0,0,0,797.1532735,-14.40629034,-21.56565601,-16.86647117,-17.24693271,-17.41565504,-12.77050248,97.15327352,97.15327352,97.15327352,0,0,0
n199,43.277401,-89.3097992,-15.69965406,-24.79979148,-19.41470058,0,0,0,0,796.197089,-13.28169151,-19.89813243,-15.47900322,-17.35432061,-17.20812341,-12.70331273,96.19708895,96.19708895,96.19708895,0,0,0
n200,43.2498016,-89.2911987,-15.60848147,-24.14639449,-18.88073706,0,0,0,0,796.5656683,-13.09447996,-19.47954611,-15.2016862,-17.28576365,-17.12488917,-12.66104178,96.56566834,96.56566834,96.56566834,0,0,0
n201,43.2346001,-89.3013,-15.12768592,-24.49515047,-19.18911746,0,0,0,0,796.8643693,-13.41361204,-19.86407898,-15.3964633,-17.29991962,-17.12324341,-12.65078461,96.86436934,96.86436934,96.86436934,0,0,0
n202,43.2226982,-89.2975998,-15.19244221,-24.29680848,-19.0188667,0,0,0,0,797.0337404,-13.33270991,-19.77154066,-15.33885626,-17.21421181,-16.99374682,-12.74548042,97.03374041,97.03374041,97.03374041,0,0,0
n203,43.2033997,-89.414299,-15.7767373,-22.39410375,-17.57702281,0,0,0,0,797.6877349,-15.04056333,-22.47586214,-17.68839909,-16.57548877,-17.30928349,-12.35436078,97.68773492,97.68773492,97.68773492,0,0,0
n204,43.2921,-89.3664,-15.83561295,-23.48148318,-18.44964913,0,0,0,0,796.0986617,-14.15216969,-21.02774651,-16.42695484,-17.39662161,-17.64179737,-13.1648214,96.09866169,96.09866169,96.09866169,0,0,0
n205,43.292,-89.3733,-16.00224674,-23.32529025,-18.39415017,0,0,0,0,796.1096706,-14.2461528,-21.16738317,-16.53604244,-17.48445719,-17.73066873,-13.07595005,96.10967061,96.10967061,96.10967061,0,0,0
n206,43.2904,-89.3764,-15.91048811,-23.23353161,-18.30239154,0,0,0,0,796.1413802,-14.3079064,-21.25913441,-16.60772076,-17.52636881,-17.68173079,-13.12488799,96.14138023,96.14138023,96.14138023,0,0,0
n207,43.2917,-89.4049,-15.93651271,-22.65225274,-17.83104776,0,0,0,0,796.1314101,-14.58623506,-21.67266493,-16.93078096,-17.36761752,-17.80235332,-13.18304415,96.13141012,96.13141012,96.13141012,0,0,0
n208,43.2912,-89.431,-16.40421636,-22.82890853,-18.04389392,0,0,0,0,796.1214849,-14.61978061,-21.72250566,-16.96971777,-17.37208717,-17.79024579,-13.36271729,96.12148487,96.12148487,96.12148487,0,0,0
n209,43.2908,-89.3802,-16.00319592,-23.24938984,-18.26044585,0,0,0,0,796.1380811,-14.35140216,-21.32375881,-16.65820693,-17.57581298,-17.73117496,-13.14725902,96.13808112,96.13808112,96.13808112,0,0,0
n210,43.2903,-89.4184,-16.26576806,-22.68972608,-17.95405818,0,0,0,0,796.1500912,-14.66897881,-21.79560255,-17.02682286,-17.36484917,-17.95328331,-13.19967977,96.15009118,96.15009118,96.15009118,0,0,0
n211,43.2913,-89.4116,-16.09882919,-22.52221895,-17.78655105,0,0,0,0,796.1364598,-14.63051135,-21.73844901,-16.98217311,-17.45418631,-17.88892211,-13.15931257,96.13645985,96.13645985,96.13645985,0,0,0
n212,43.2869,-89.4166,-16.1533991,-22.56885547,-17.94362339,0,0,0,0,796.2114283,-14.74219414,-21.90438321,-17.11180498,-17.39544001,-17.88881898,-13.26033628,96.21142834,96.21142834,96.21142834,0,0,0
n213,43.2897,-89.4442,-16.71441784,-23.15029371,-18.36647753,0,0,0,0,796.1272047,-14.5491258,-21.61752934,-16.88770769,-17.31204948,-17.75870166,-13.1906727,96.12720471,96.12720471,96.12720471,0,0,0
n214,43.28,-89.2807,-16.22804748,-24.27484988,-18.96412014,0,0,0,0,796.0221435,-13.23371129,-19.44392336,-15.13424695,-17.41491051,-17.09355151,-12.66603089,96.02214354,96.02214354,96.02214354,0,0,0
n215,43.2876,-89.4397,-16.5853462,-23.0484774,-18.24475562,0,0,0,0,796.1719285,-14.62718165,-21.73350186,-16.97830827,-17.24321127,-17.73408114,-13.23384139,96.17192851,96.17192851,96.17192851,0,0,0
n216,43.2879,-89.4681,-16.86419588,-22.99398136,-18.39897031,0,0,0,0,796.102262,-14.75044669,-21.91664454,-17.12138384,-17.07471412,-17.62899043,-13.01247208,96.10226196,96.10226196,96.10226196,0,0,0
n217,43.2851,-89.4133,-16.05382378,-22.59563768,-17.85996978,0,0,0,0,796.245236,-14.77143389,-21.94782655,-17.14574399,-17.34233317,-17.94192581,-13.22481511,96.24523599,96.24523599,96.24523599,0,0,0
n218,43.287,-89.4057,-16.08520795,-22.72381749,-17.98814959,0,0,0,0,796.2144124,-14.68635656,-21.82142178,-16.99693092,-17.34666709,-17.88614096,-13.26683179,96.21441244,96.21441244,96.21441244,0,0,0
n219,43.2781,-89.2769,-16.12698173,-24.23078603,-18.92969636,0,0,0,0,796.0334792,-13.24301706,-19.47518241,-15.03104818,-17.35987116,-17.15292739,-12.65038485,96.03347918,96.03347918,96.03347918,0,0,0
